"Relative Time (Process)","final_final-v0 - system/gpu.0.gpu","final_final-v0 - system/gpu.0.gpu__MIN","final_final-v0 - system/gpu.0.gpu__MAX"
"17706.312431333","99","99","99"
"17716.855647227","98","98","98"
"17721.312186243","99","99","99"
"17731.854879615","69","69","69"
"17736.313955459","99","99","99"
"17746.855274621","97","97","97"
"17751.31351319","77","77","77"
"17761.85525753","99","99","99"
"17766.312458996","64","64","64"
"17776.855359345","98","98","98"
"17781.313492006","97","97","97"
"17791.855552238","99","99","99"
"17796.312927082","97","97","97"
"17806.856445687","71","71","71"
"17811.311497434","99","99","99"
"17821.855228973","97","97","97"
"17826.312589459","90","90","90"
"17836.857404221","99","99","99"
"17841.312926299","65","65","65"
"17851.855370454","99","99","99"
"17856.313404703","98","98","98"
"17866.856301981","67","67","67"
"17871.31247812","99","99","99"
"17881.85520822","97","97","97"
"17886.313524005","84","84","84"
"17896.855377726","68","68","68"
"17901.314345407","98","98","98"
"17911.855910348","98","98","98"
"17916.31218995","99","99","99"
"17926.856414285","99","99","99"
"17931.312731956","61","61","61"
"17941.856016445","98","98","98"
"17946.312263425","97","97","97"
"17956.855284027","99","99","99"
"17961.312804653","99","99","99"
"17971.855359543","68","68","68"
"17976.31358731","83","83","83"
"17986.85513715","98","98","98"
"17991.312873668","76","76","76"
"18001.85610841","99","99","99"
"18006.312365407","99","99","99"
"18016.855925606","99","99","99"
"18021.313291679","99","99","99"
"18031.854708501","99","99","99"
"18036.315150916","70","70","70"
"18046.855004063","68","68","68"
"18051.314912713","97","97","97"
"18061.855390005","98","98","98"
"18066.312579317","99","99","99"
"18076.854990758","92","92","92"
"18081.313108132","92","92","92"
"18091.855191982","97","97","97"
"18096.343333196","99","99","99"
"18106.854942073","99","99","99"
"18111.31286477","92","92","92"
"18121.855109009","77","77","77"
"18126.311934294","99","99","99"
"18136.855329958","99","99","99"
"18141.312456988","99","99","99"
"18151.856567372","91","91","91"
"18156.311632879","97","97","97"
"18166.85639394","94","94","94"
"18171.312297479","97","97","97"
"18181.855858552","99","99","99"
"18186.313167987","99","99","99"
"18196.855071327","68","68","68"
"18201.313397756","64","64","64"
"18211.855156453","97","97","97"
"18216.311937532","97","97","97"
"18226.855160519","98","98","98"
"18231.313042224","99","99","99"
"18241.855282998","98","98","98"
"18246.312259022","84","84","84"
"18256.855105942","99","99","99"
"18261.31371491","63","63","63"
"18271.854938071","97","97","97"
"18276.31306614","78","78","78"
"18286.855387077","69","69","69"
"18291.311540711","97","97","97"
"18301.854599385","98","98","98"
"18306.312780915","99","99","99"
"18316.856056444","99","99","99"
"18321.313200952","90","90","90"
"18331.855251492","81","81","81"
"18336.312641928","97","97","97"
"18346.854298319","99","99","99"
"18351.313236923","99","99","99"
"18361.854657713","68","68","68"
"18366.313065778","76","76","76"
"18376.853948622","98","98","98"
"18381.312610151","74","74","74"
"18391.855965297","88","88","88"
"18396.313356765","97","97","97"
"18406.855393064","97","97","97"
"18411.312832044","96","96","96"
"18421.856333765","98","98","98"
"18426.313479674","91","91","91"
"18436.854965903","99","99","99"
"18441.313523295","98","98","98"
"18451.854445128","67","67","67"
"18456.312745936","99","99","99"
"18466.85458212","97","97","97"
"18471.312940136","99","99","99"
"18481.856079492","99","99","99"
"18486.312282328","60","60","60"
"18496.855229391","82","82","82"
"18501.311735219","99","99","99"
"18511.854650096","98","98","98"
"18516.31369018","97","97","97"
"18526.856243312","99","99","99"
"18531.312936546","99","99","99"
"18541.855766499","68","68","68"
"18546.312872285","80","80","80"
"18556.854555337","98","98","98"
"18561.312084447","97","97","97"
"18571.854707955","99","99","99"
"18576.312047651","99","99","99"
"18586.855503331","68","68","68"
"18591.313890716","97","97","97"
"18601.8565812","98","98","98"
"18606.313010922","99","99","99"
"18616.855305723","99","99","99"
"18621.312795582","99","99","99"
"18631.85517116","97","97","97"
"18636.313396456","75","75","75"
"18646.854855025","73","73","73"
"18651.313248163","97","97","97"
"18661.856320798","98","98","98"
"18666.313297571","99","99","99"
"18676.855455635","99","99","99"
"18681.312140684","64","64","64"
"18691.855622769","97","97","97"
"18696.311587651","99","99","99"
"18706.856446556","66","66","66"
"18711.313414893","97","97","97"
"18721.855308923","99","99","99"
"18726.312254503","99","99","99"
"18736.855568646","99","99","99"
"18741.313166688","99","99","99"
"18751.855438342","84","84","84"
"18756.312582114","99","99","99"
"18766.85547478","97","97","97"
"18771.312901522","71","71","71"
"18781.854988838","78","78","78"
"18786.312293895","98","98","98"
"18796.855875421","99","99","99"
"18801.313313223","97","97","97"
"18811.855554491","98","98","98"
"18816.312806633","85","85","85"
"18826.855170345","87","87","87"
"18831.312431022","71","71","71"
"18841.854678277","97","97","97"
"18846.312371789","97","97","97"
"18856.855620241","97","97","97"
"18861.311600378","99","99","99"
"18871.854837369","69","69","69"
"18876.312421094","91","91","91"
"18886.853814532","99","99","99"
"18891.31345993","63","63","63"
"18901.855429338","97","97","97"
"18906.312017651","93","93","93"
"18916.856169678","71","71","71"
"18921.313197559","97","97","97"
"18931.856574604","97","97","97"
"18936.313298775","99","99","99"
"18946.854503714","99","99","99"
"18951.313142032","62","62","62"
"18961.85448201","97","97","97"
"18966.313206656","98","98","98"
"18976.855602082","99","99","99"
"18981.313163719","99","99","99"
"18991.855884025","68","68","68"
"18996.313194598","94","94","94"
"19006.85526858","98","98","98"
"19011.312595081","97","97","97"
"19021.855262267","99","99","99"
"19026.312493886","99","99","99"
"19036.856561222","70","70","70"
"19041.3135062","85","85","85"
"19051.854936506","98","98","98"
"19056.312641398","61","61","61"
"19066.855012447","80","80","80"
"19071.313058661","97","97","97"
"19081.855823741","99","99","99"
"19086.312127806","99","99","99"
"19096.855997167","93","93","93"
"19101.315953433","99","99","99"
"19111.856275458","97","97","97"
"19116.313713056","85","85","85"
"19126.855679328","92","92","92"
"19131.313346178","64","64","64"
"19141.855973779","93","93","93"
"19146.312828659","97","97","97"
"19156.855629656","99","99","99"
"19161.314117254","99","99","99"
"19171.855708607","93","93","93"
"19176.312927637","97","97","97"
"19186.855748132","99","99","99"
"19191.312657883","99","99","99"
"19201.855907356","97","97","97"
"19206.312442695","92","92","92"
"19216.855397208","87","87","87"
"19221.312362701","63","63","63"
"19231.855585352","97","97","97"
"19236.313202173","97","97","97"
"19246.856080118","74","74","74"
"19251.313102668","99","99","99"
"19261.854282718","99","99","99"
"19266.31263768","99","99","99"
"19276.856074696","99","99","99"
"19281.312794739","99","99","99"
"19291.855334624","92","92","92"
"19296.311657306","64","64","64"
"19306.857949966","97","97","97"
"19311.314087495","84","84","84"
"19321.857318247","74","74","74"
"19326.311871597","97","97","97"
"19336.857810576","98","98","98"
"19341.31355624","99","99","99"
"19351.855708204","99","99","99"
"19356.313856239","72","72","72"
"19366.856294079","95","95","95"
"19371.312275963","64","64","64"
"19381.854581404","99","99","99"
"19386.312896748","98","98","98"
"19396.854551858","90","90","90"
"19401.314966818","99","99","99"
"19411.855549666","99","99","99"
"19416.312543126","99","99","99"
"19426.855895428","96","96","96"
"19431.313105525","98","98","98"
"19441.856545398","75","75","75"
"19446.312332363","99","99","99"
"19456.855642871","96","96","96"
"19461.312752655","99","99","99"
"19471.855631019","67","67","67"
"19476.312580985","63","63","63"
"19486.856024033","97","97","97"
"19491.313180387","93","93","93"
"19501.854911272","67","67","67"
"19506.312866129","97","97","97"
"19516.853895206","99","99","99"
"19521.313420759","99","99","99"
"19531.854512592","99","99","99"
"19536.312460999","71","71","71"
"19546.855658781","76","76","76"
"19551.31207987","65","65","65"
"19561.856151212","68","68","68"
"19566.31292923","97","97","97"
"19576.855735763","66","66","66"
"19581.313292262","99","99","99"
"19591.855382163","71","71","71"
"19596.312788102","97","97","97"
"19606.856098339","91","91","91"
"19611.312119718","96","96","96"
"19621.855563275","91","91","91"
"19626.312611233","97","97","97"
"19636.853877083","99","99","99"
"19641.313098578","75","75","75"
"19651.855837965","97","97","97"
"19656.312115874","63","63","63"
"19666.856141484","97","97","97"
"19671.312799324","97","97","97"
"19681.855465136","98","98","98"
"19686.312664351","99","99","99"
"19696.855784227","99","99","99"
"19701.312930292","95","95","95"
"19711.855445268","99","99","99"
"19716.312915235","95","95","95"
"19726.856062956","99","99","99"
"19731.312989202","97","97","97"
"19741.855748553","97","97","97"
"19746.313474579","99","99","99"
"19756.854418273","97","97","97"
"19761.312060081","74","74","74"
"19771.854725102","97","97","97"
"19776.3117595","63","63","63"
"19786.854460415","97","97","97"
"19791.312192594","63","63","63"
"19801.855630975","97","97","97"
"19806.312896662","97","97","97"
"19816.85504571","96","96","96"
"19821.31303681","99","99","99"
"19831.855478414","99","99","99"
"19836.312777684","94","94","94"
"19846.855550483","66","66","66"
"19851.31273584","99","99","99"
"19861.855764315","79","79","79"
"19866.313189943","63","63","63"
"19876.855594937","97","97","97"
"19881.312941131","82","82","82"
"19891.856818284","88","88","88"
"19896.314571512","98","98","98"
"19906.855757173","96","96","96"
"19911.312152219","86","86","86"
"19921.855461371","77","77","77"
"19926.312458122","62","62","62"
"19936.855693025","97","97","97"
"19941.31465125","77","77","77"
"19951.854439221","93","93","93"
"19956.312346473","97","97","97"
"19966.854837143","97","97","97"
"19971.313071094","99","99","99"
"19981.855992854","98","98","98"
"19986.315222304","72","72","72"
"19996.855509862","53","53","53"
"20001.311947999","65","65","65"
"20011.854993449","81","81","81"
"20016.31265889","99","99","99"
"20026.855592485","93","93","93"
"20031.315002959","99","99","99"
"20041.854048973","97","97","97"
"20046.313039688","72","72","72"
"20056.855179828","97","97","97"
"20061.313319676","94","94","94"
"20071.857301451","62","62","62"
"20076.315345557","97","97","97"
"20086.854331627","72","72","72"
"20091.312346792","99","99","99"
"20101.856521002","96","96","96"
"20106.311983688","70","70","70"
"20116.855022136","63","63","63"
"20121.312093149","96","96","96"
"20131.855350071","64","64","64"
"20136.315123259","65","65","65"
"20146.854581988","66","66","66"
"20151.314741631","92","92","92"
"20161.855978885","96","96","96"
"20166.312982054","97","97","97"
"20176.855229701","99","99","99"
"20181.31339616","82","82","82"
"20191.855933811","95","95","95"
"20196.313002772","97","97","97"
"20206.854747052","99","99","99"
"20211.312425867","99","99","99"
"20221.854826727","99","99","99"
"20226.311724351","88","88","88"
"20236.855202749","99","99","99"
"20241.312402833","81","81","81"
"20251.855001594","65","65","65"
"20256.312535234","97","97","97"
"20266.855406836","62","62","62"
"20271.313389106","99","99","99"
"20281.85512411","82","82","82"
"20286.312513756","97","97","97"
"20296.855271496","99","99","99"
"20301.312996626","99","99","99"
"20311.855690083","97","97","97"
"20316.313355518","95","95","95"
"20326.855128496","99","99","99"
"20331.312904636","75","75","75"
"20341.855372402","97","97","97"
"20346.313248235","98","98","98"
"20356.856043986","98","98","98"
"20361.312852942","97","97","97"
"20371.858013781","62","62","62"
"20376.312894466","94","94","94"
"20386.857795691","60","60","60"
"20391.313342291","64","64","64"
"20401.854246833","99","99","99"
"20406.31249706","64","64","64"
"20416.856650216","98","98","98"
"20421.312926414","99","99","99"
"20431.85531141","97","97","97"
"20436.312844352","97","97","97"
"20446.855196592","99","99","99"
"20451.311782142","64","64","64"
"20461.856137667","99","99","99"
"20466.313080951","81","81","81"
"20476.854885663","83","83","83"
"20481.313000766","98","98","98"
"20491.855353116","95","95","95"
"20496.312080147","97","97","97"
"20506.855414692","78","78","78"
"20511.311974122","66","66","66"
"20521.855609451","63","63","63"
"20526.312283313","84","84","84"
"20536.855647508","63","63","63"
"20541.31343494","98","98","98"
"20551.855122789","97","97","97"
"20556.313259462","97","97","97"
"20566.855997341","60","60","60"
"20571.312664165","99","99","99"
"20581.855908501","96","96","96"
"20586.312702705","64","64","64"
"20596.85529295","60","60","60"
"20601.31230298","92","92","92"
"20611.855351072","99","99","99"
"20616.312655688","97","97","97"
"20626.854586631","90","90","90"
"20631.312971392","99","99","99"
"20641.854783044","99","99","99"
"20646.313655459","99","99","99"
"20656.856447003","63","63","63"
"20661.312322405","61","61","61"
"20671.855401872","99","99","99"
"20676.312640952","97","97","97"
"20686.854899892","76","76","76"
"20691.313087261","97","97","97"
"20701.855212183","99","99","99"
"20706.313330929","97","97","97"
"20716.854621556","99","99","99"
"20721.313638732","97","97","97"
"20731.855358048","99","99","99"
"20736.312991127","99","99","99"
"20746.85538427","97","97","97"
"20751.313070776","82","82","82"
"20761.855685866","69","69","69"
"20766.313809559","67","67","67"
"20776.856160659","97","97","97"
"20781.312977482","98","98","98"
"20791.855909545","97","97","97"
"20796.313375003","97","97","97"
"20806.855097079","60","60","60"
"20811.311858515","64","64","64"
"20821.855087564","59","59","59"
"20826.312729216","64","64","64"
"20836.856344776","99","99","99"
"20841.315245026","97","97","97"
"20851.855155075","97","97","97"
"20856.312209242","99","99","99"
"20866.856540763","99","99","99"
"20871.312427715","98","98","98"
"20881.855440483","97","97","97"
"20886.313803898","97","97","97"
"20896.855757781","58","58","58"
"20901.314765578","99","99","99"
"20911.856053866","97","97","97"
"20916.31204484","64","64","64"
"20926.855893725","77","77","77"
"20931.314876293","91","91","91"
"20941.855777588","99","99","99"
"20946.312757125","90","90","90"
"20956.855072088","86","86","86"
"20961.312810319","97","97","97"
"20971.856422146","97","97","97"
"20976.313356155","97","97","97"
"20986.854594691","81","81","81"
"20991.313804367","99","99","99"
"21001.856212116","97","97","97"
